GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
100288637	9.99e-09	1.87e-09	0.279	-6.008684	-1.675922	109.3	LOC100288637	OTU deubiquitinase 7A pseudogene
64924	1.00e-08	1.87e-09	0.189	-6.00845	-1.132965	166.51	SLC30A5	solute carrier family 30 member 5
84159	1.00e-08	1.88e-09	0.248	6.008113	1.48857	111.77	ARID5B	AT-rich interaction domain 5B
57545	1.00e-08	1.88e-09	0.397	6.008048	2.387508	23.35	CC2D2A	coiled-coil and C2 domain containing 2A
105371661	1.00e-08	1.88e-09	0.213	-6.007553	-1.27891	3084.87	LOC105371661	uncharacterized LOC105371661
101929594	1.01e-08	1.90e-09	0.362	6.006014	2.172816	30.33	LOC101929594	uncharacterized LOC101929594
100130771	1.02e-08	1.92e-09	0.307	6.004777	1.842154	9.97	EFCAB10	EF-hand calcium binding domain 10
283970	1.03e-08	1.93e-09	0.231	6.00369	1.384631	32.58	PDXDC2P-NPIPB14P	PDXDC2P-NPIPB14P readthrough
107	1.03e-08	1.93e-09	0.468	6.003247	2.807228	16.41	ADCY1	adenylate cyclase 1
7638	1.04e-08	1.95e-09	0.445	6.001854	2.672773	12.52	ZNF221	zinc finger protein 221
90355	1.05e-08	1.98e-09	0.25	-5.999336	-1.502811	171.53	MACIR	macrophage immunometabolism regulator
2313	1.06e-08	2.00e-09	0.187	-5.997724	-1.123866	1140.76	FLI1	Fli-1 proto-oncogene, ETS transcription factor
284	1.07e-08	2.01e-09	0.199	-5.997193	-1.194579	688.09	ANGPT1	angiopoietin 1
7421	1.07e-08	2.01e-09	0.207	-5.997133	-1.240412	223.45	VDR	vitamin D receptor
114836	1.07e-08	2.01e-09	0.358	5.996693	2.148467	54.21	SLAMF6	SLAM family member 6
5899	1.07e-08	2.02e-09	0.203	-5.996567	-1.214551	425.89	RALB	RAS like proto-oncogene B
112268184	1.07e-08	2.02e-09	0.143	-5.996468	-0.859937	87.41	KPNB1-DT	KPNB1 divergent transcript
80313	1.07e-08	2.02e-09	0.383	5.996306	2.296044	24.54	LRRC27	leucine rich repeat containing 27
944	1.08e-08	2.04e-09	0.359	5.994722	2.151457	35.61	TNFSF8	TNF superfamily member 8
3248	1.09e-08	2.05e-09	0.257	-5.993413	-1.539497	484.63	HPGD	15-hydroxyprostaglandin dehydrogenase
6558	1.09e-08	2.06e-09	0.278	5.992719	1.668566	57.75	SLC12A2	solute carrier family 12 member 2
102724765	1.10e-08	2.07e-09	0.256	-5.991945	-1.535021	17537.33	LOC102724765	uncharacterized LOC102724765
8926	1.10e-08	2.08e-09	0.255	-5.991704	-1.527279	2893.52	SNURF	SNRPN upstream open reading frame
123722	1.11e-08	2.09e-09	0.363	5.990718	2.176193	32.82	FSD2	fibronectin type III and SPRY domain containing 2
6141	1.12e-08	2.12e-09	0.174	5.988185	1.039963	591.19	RPL18	ribosomal protein L18
10204	1.12e-08	2.13e-09	0.239	-5.987863	-1.428607	3202.37	NUTF2	nuclear transport factor 2
55893	1.14e-08	2.16e-09	0.302	5.985187	1.805092	43.85	ZNF395	zinc finger protein 395
387	1.15e-08	2.17e-09	0.227	-5.984587	-1.357811	13393.19	RHOA	ras homolog family member A
51411	1.15e-08	2.17e-09	0.225	-5.984451	-1.347265	8325.82	BIN2	bridging integrator 2
1303	1.16e-08	2.19e-09	0.451	5.983064	2.701042	16.21	COL12A1	collagen type XII alpha 1 chain
101929185	1.18e-08	2.23e-09	0.336	5.98029	2.006449	20.82	LOC101929185	uncharacterized LOC101929185
1293	1.19e-08	2.25e-09	0.232	-5.978694	-1.385359	104.23	COL6A3	collagen type VI alpha 3 chain
55218	1.19e-08	2.25e-09	0.405	5.978535	2.41926	19	EXD2	exonuclease 3'-5' domain containing 2
9927	1.20e-08	2.27e-09	0.289	-5.977432	-1.72732	1233.94	MFN2	mitofusin 2
124454	1.20e-08	2.28e-09	0.453	5.976614	2.707079	19.71	EARS2	glutamyl-tRNA synthetase 2, mitochondrial
28908	1.20e-08	2.29e-09	0.378	5.976046	2.256248	61.25	IGKV4-1	immunoglobulin kappa variable 4-1
79833	1.21e-08	2.29e-09	0.303	5.975503	1.813214	27.65	GEMIN6	gem nuclear organelle associated protein 6
259173	1.21e-08	2.30e-09	0.416	5.97529	2.483865	15.31	ALS2CL	ALS2 C-terminal like
221806	1.21e-08	2.30e-09	0.458	5.975342	2.736805	14.34	VWDE	von Willebrand factor D and EGF domains
79048	1.22e-08	2.32e-09	0.207	-5.973658	-1.239507	1882.92	SECISBP2	SECIS binding protein 2
283028	1.22e-08	2.32e-09	0.233	-5.973547	-1.391561	107.87	LOC283028	uncharacterized LOC283028
440515	1.24e-08	2.37e-09	0.266	5.970466	1.589109	24.15	ZNF506	zinc finger protein 506
26053	1.25e-08	2.37e-09	0.406	5.970186	2.424465	33.65	AUTS2	activator of transcription and developmental regulator AUTS2
1893	1.25e-08	2.38e-09	0.312	-5.969343	-1.86438	116.48	ECM1	extracellular matrix protein 1
57480	1.27e-08	2.42e-09	0.338	5.966595	2.015767	33.74	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1
6133	1.28e-08	2.44e-09	0.167	5.965524	0.997819	1199.44	RPL9	ribosomal protein L9
8303	1.28e-08	2.44e-09	0.242	-5.965468	-1.44472	4006.14	SNN	stannin
63895	1.28e-08	2.45e-09	0.407	5.96497	2.425587	19.33	PIEZO2	piezo type mechanosensitive ion channel component 2
23509	1.29e-08	2.46e-09	0.399	5.964224	2.378405	12.51	POFUT1	protein O-fucosyltransferase 1
222659	1.30e-08	2.48e-09	0.202	-5.962849	-1.203403	69.73	PXT1	peroxisomal testis enriched protein 1
10628	1.30e-08	2.49e-09	0.159	5.962281	0.946651	1971.62	TXNIP	thioredoxin interacting protein
105374186	1.31e-08	2.51e-09	0.42	5.960863	2.504939	14.82	LOC105374186	uncharacterized LOC105374186
8239	1.32e-08	2.52e-09	0.175	-5.96016	-1.043038	410.1	USP9X	ubiquitin specific peptidase 9 X-linked
646982	1.32e-08	2.53e-09	0.184	-5.959524	-1.093806	74.97	LINC00598	long intergenic non-protein coding RNA 598
55068	1.32e-08	2.53e-09	0.418	5.959451	2.492576	23.84	ENOX1	ecto-NOX disulfide-thiol exchanger 1
79891	1.33e-08	2.54e-09	0.429	5.959175	2.557519	21.16	ZNF671	zinc finger protein 671
55239	1.33e-08	2.55e-09	0.195	-5.958098	-1.161296	153.28	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1
25966	1.34e-08	2.57e-09	0.364	5.956717	2.168248	11.77	C2CD2	C2 calcium dependent domain containing 2
84078	1.35e-08	2.58e-09	0.395	5.956052	2.353519	29.71	KBTBD7	kelch repeat and BTB domain containing 7
730102	1.35e-08	2.59e-09	0.265	-5.955503	-1.580177	118.42	CRYZL2P	crystallin zeta like 2, pseudogene
79172	1.36e-08	2.61e-09	0.149	-5.954701	-0.889662	61.3	CENPO	centromere protein O
10587	1.36e-08	2.61e-09	0.348	5.954558	2.071012	16.71	TXNRD2	thioredoxin reductase 2
5738	1.36e-08	2.61e-09	0.434	5.954248	2.58117	10.77	PTGFRN	prostaglandin F2 receptor inhibitor
23558	1.37e-08	2.63e-09	0.246	-5.953404	-1.465371	8340.31	WBP2	WW domain binding protein 2
647135	1.37e-08	2.63e-09	0.153	-5.953051	-0.912657	119	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B
339416	1.38e-08	2.65e-09	0.406	5.952094	2.419207	14.49	ANKRD45	ankyrin repeat domain 45
3183	1.38e-08	2.65e-09	0.166	-5.952006	-0.98892	1644.34	HNRNPC	heterogeneous nuclear ribonucleoprotein C
4162	1.38e-08	2.65e-09	0.169	-5.951873	-1.005759	86.99	MCAM	melanoma cell adhesion molecule
112267857	1.38e-08	2.65e-09	0.245	-5.951739	-1.458084	29.18	LOC112267857	replaced by ID 83699
23522	1.39e-08	2.68e-09	0.291	5.950286	1.729072	73.74	KAT6B	lysine acetyltransferase 6B
54145	1.39e-08	2.68e-09	0.244	-5.950191	-1.450603	250.08	H2BC12L	H2B clustered histone 12 like
1727	1.39e-08	2.68e-09	0.283	-5.949921	-1.681229	6200.06	CYB5R3	cytochrome b5 reductase 3
10717	1.42e-08	2.73e-09	0.37	5.946796	2.202006	34.74	AP4B1	adaptor related protein complex 4 subunit beta 1
102466190	1.42e-08	2.74e-09	0.268	-5.94674	-1.592254	47.41	MIR6721	microRNA 6721
7965	1.42e-08	2.74e-09	0.163	-5.946383	-0.967368	62.8	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
23396	1.44e-08	2.78e-09	0.306	-5.943921	-1.816271	52.55	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
57823	1.45e-08	2.79e-09	0.322	5.943564	1.91294	44.96	SLAMF7	SLAM family member 7
4218	1.45e-08	2.80e-09	0.233	-5.943184	-1.38437	3124.23	RAB8A	RAB8A, member RAS oncogene family
27127	1.45e-08	2.80e-09	0.422	5.942737	2.508942	17.73	SMC1B	structural maintenance of chromosomes 1B
9929	1.46e-08	2.81e-09	0.133	-5.942329	-0.791995	141.44	JOSD1	Josephin domain containing 1
643253	1.46e-08	2.82e-09	0.237	-5.941785	-1.410035	1172.63	CCT6P1	chaperonin containing TCP1 subunit 6 pseudogene 1
84515	1.47e-08	2.84e-09	0.403	5.940605	2.395587	38.53	MCM8	minichromosome maintenance 8 homologous recombination repair factor
23131	1.47e-08	2.84e-09	0.175	5.940359	1.039612	179.84	GPATCH8	G-patch domain containing 8
5739	1.47e-08	2.85e-09	0.234	-5.940085	-1.391407	1179.66	PTGIR	prostaglandin I2 receptor
30001	1.49e-08	2.87e-09	0.346	5.938754	2.051859	84.06	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha
5049	1.50e-08	2.90e-09	0.2	-5.937139	-1.188763	564.13	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2
54715	1.50e-08	2.91e-09	0.44	5.936687	2.611105	17.35	RBFOX1	RNA binding fox-1 homolog 1
55669	1.51e-08	2.92e-09	0.245	5.936298	1.452184	39.96	MFN1	mitofusin 1
10863	1.51e-08	2.92e-09	0.364	5.936249	2.160193	57.81	ADAM28	ADAM metallopeptidase domain 28
3632	1.51e-08	2.92e-09	0.228	-5.935861	-1.354441	95.62	INPP5A	inositol polyphosphate-5-phosphatase A
112268042	1.51e-08	2.93e-09	0.231	5.935626	1.373553	20.98	DOCK8-AS2	DOCK8 antisense RNA 2
10057	1.52e-08	2.96e-09	0.198	-5.934027	-1.175051	378.14	ABCC5	ATP binding cassette subfamily C member 5
54758	1.53e-08	2.96e-09	0.362	5.933849	2.150491	12.17	KLHDC4	kelch domain containing 4
10915	1.53e-08	2.96e-09	0.281	5.933559	1.665495	74	TCERG1	transcription elongation regulator 1
445347	1.53e-08	2.96e-09	0.266	5.933586	1.580652	70	TARP	TCR gamma alternate reading frame protein
8733	1.53e-08	2.98e-09	0.255	-5.932892	-1.513329	187.08	GPAA1	glycosylphosphatidylinositol anchor attachment 1
105378120	1.53e-08	2.98e-09	0.457	5.932825	2.71294	20.33	LOC105378120	uncharacterized LOC105378120
643418	1.56e-08	3.03e-09	0.463	5.930086	2.745639	20.15	LIPN	lipase family member N
284406	1.57e-08	3.05e-09	0.418	5.928967	2.477937	38.88	ZFP82	ZFP82 zinc finger protein
255928	1.57e-08	3.05e-09	0.5	5.928666	2.961446	23.52	SYT14	synaptotagmin 14
9856	1.57e-08	3.06e-09	0.471	5.92842	2.793874	29.4	KIAA0319	KIAA0319
88	1.59e-08	3.09e-09	0.461	5.926755	2.73251	17.65	ACTN2	actinin alpha 2
397	1.59e-08	3.09e-09	0.24	-5.926762	-1.425203	33717.64	ARHGDIB	Rho GDP dissociation inhibitor beta
79159	1.59e-08	3.10e-09	0.281	5.9262	1.663068	34.47	NOL12	nucleolar protein 12
9556	1.60e-08	3.11e-09	0.191	-5.925559	-1.132158	711.27	ATP5MJ	ATP synthase membrane subunit j
4550	1.61e-08	3.15e-09	0.208	-5.92368	-1.231561	3377916.87	RNR2	l-rRNA
729156	1.62e-08	3.17e-09	0.21	-5.922797	-1.245186	39.63	GTF2IRD1P1	GTF2I repeat domain containing 1 pseudogene 1
83638	1.63e-08	3.19e-09	0.253	-5.92174	-1.498456	65.68	C11orf68	chromosome 11 open reading frame 68
1379	1.64e-08	3.20e-09	0.317	-5.920782	-1.874809	34.78	CR1L	complement C3b/C4b receptor 1 like
80174	1.66e-08	3.23e-09	0.396	5.919315	2.346045	19.44	DBF4B	DBF4 zinc finger B
142891	1.69e-08	3.30e-09	0.281	5.91581	1.663032	53.59	SAMD8	sterile alpha motif domain containing 8
6320	1.70e-08	3.31e-09	0.297	-5.915257	-1.757622	23.29	CLEC11A	C-type lectin domain containing 11A
4066	1.70e-08	3.32e-09	0.312	-5.914793	-1.847826	38.92	LYL1	LYL1 basic helix-loop-helix family member
2646	1.71e-08	3.34e-09	0.372	-5.913797	-2.199821	29.76	GCKR	glucokinase regulator
54812	1.71e-08	3.35e-09	0.159	-5.91369	-0.940347	302.56	AFTPH	aftiphilin
54848	1.73e-08	3.39e-09	0.461	5.911446	2.723033	27.3	ARHGEF38	Rho guanine nucleotide exchange factor 38
84433	1.74e-08	3.41e-09	0.296	5.910658	1.747622	14.43	CARD11	caspase recruitment domain family member 11
22806	1.74e-08	3.41e-09	0.238	5.910575	1.404046	155.42	IKZF3	IKAROS family zinc finger 3
22927	1.75e-08	3.42e-09	0.336	-5.909952	-1.987038	106.07	HABP4	hyaluronan binding protein 4
5784	1.75e-08	3.43e-09	0.416	5.909522	2.458674	30.83	PTPN14	protein tyrosine phosphatase non-receptor type 14
641515	1.76e-08	3.44e-09	0.498	5.908866	2.942053	14.03	MGAT4EP	MGAT4 family member E, pseudogene
6272	1.78e-08	3.48e-09	0.194	-5.906954	-1.145343	221.37	SORT1	sortilin 1
5887	1.78e-08	3.49e-09	0.163	-5.906651	-0.965072	152.47	RAD23B	RAD23 homolog B, nucleotide excision repair protein
5768	1.79e-08	3.52e-09	0.22	-5.905205	-1.301429	109.9	QSOX1	quiescin sulfhydryl oxidase 1
101927027	1.86e-08	3.66e-09	0.419	5.899016	2.472974	17.43	CHROMR	cholesterol induced regulator of metabolism RNA
197358	1.86e-08	3.66e-09	0.299	5.899001	1.766264	51.62	NLRC3	NLR family CARD domain containing 3
79000	1.86e-08	3.66e-09	0.218	-5.898903	-1.285316	350.09	AUNIP	aurora kinase A and ninein interacting protein
1948	1.88e-08	3.69e-09	0.244	5.89754	1.439417	77.48	EFNB2	ephrin B2
3507	1.88e-08	3.69e-09	0.314	5.897313	1.852617	519.33	IGHM	immunoglobulin heavy constant mu
11329	1.88e-08	3.71e-09	0.174	-5.896764	-1.023827	468.74	STK38	serine/threonine kinase 38
54676	1.89e-08	3.72e-09	0.233	-5.896075	-1.373183	879.05	GTPBP2	GTP binding protein 2
27147	1.89e-08	3.73e-09	0.479	5.895754	2.825461	18.04	DENND2A	DENN domain containing 2A
23670	1.89e-08	3.73e-09	0.372	5.895709	2.195517	44.78	CEMIP2	cell migration inducing hyaluronidase 2
10499	1.90e-08	3.75e-09	0.163	-5.894949	-0.958522	339.46	NCOA2	nuclear receptor coactivator 2
2189	1.91e-08	3.77e-09	0.444	5.89408	2.618716	9.81	FANCG	FA complementation group G
151742	1.91e-08	3.77e-09	0.21	-5.893776	-1.23828	329.9	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
4259	1.92e-08	3.79e-09	0.211	-5.893044	-1.24227	243.68	MGST3	microsomal glutathione S-transferase 3
101928909	1.93e-08	3.80e-09	0.213	-5.892483	-1.253543	12.25	TTC7B-AS1	TTC7B antisense RNA 1
163081	1.93e-08	3.81e-09	0.199	5.892366	1.171377	28.2	ZNF567	zinc finger protein 567
84321	1.94e-08	3.82e-09	0.289	5.89164	1.702831	21.8	THOC3	THO complex subunit 3
54733	1.94e-08	3.82e-09	0.418	5.891648	2.46057	18.97	SLC35F2	solute carrier family 35 member F2
6451	1.94e-08	3.84e-09	0.234	-5.890946	-1.378824	24727.81	SH3BGRL	SH3 domain binding glutamate rich protein like
375449	1.96e-08	3.87e-09	0.156	-5.889747	-0.919721	375.2	MAST4	microtubule associated serine/threonine kinase family member 4
25902	1.96e-08	3.87e-09	0.343	5.889788	2.020849	44.12	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
11065	1.97e-08	3.89e-09	0.247	-5.888846	-1.453197	125.21	UBE2C	ubiquitin conjugating enzyme E2 C
5540	1.97e-08	3.89e-09	0.473	5.888687	2.788108	17.45	NPY4R	neuropeptide Y receptor Y4
3763	1.97e-08	3.89e-09	0.496	5.888741	2.922743	29.67	KCNJ6	potassium inwardly rectifying channel subfamily J member 6
7559	1.97e-08	3.90e-09	0.385	5.888399	2.265851	26.19	ZNF12	zinc finger protein 12
107985367	1.97e-08	3.90e-09	0.152	-5.888178	-0.897449	46.55	LOC107985367	
2946	1.99e-08	3.95e-09	0.257	-5.88637	-1.511833	194.26	GSTM2	glutathione S-transferase mu 2
4211	2.01e-08	3.99e-09	0.22	-5.884687	-1.296687	3244.23	MEIS1	Meis homeobox 1
102725116	2.03e-08	4.03e-09	0.457	5.882841	2.686573	15.99	LOC102725116	uncharacterized LOC102725116
9187	2.04e-08	4.04e-09	0.258	5.882388	1.519828	28.75	SLC24A1	solute carrier family 24 member 1
29066	2.04e-08	4.05e-09	0.197	-5.882041	-1.159049	188.74	ZC3H7A	zinc finger CCCH-type containing 7A
101410538	2.06e-08	4.09e-09	0.267	-5.880575	-1.567256	59.04	MMP24OS	MMP24 opposite strand
6323	2.08e-08	4.14e-09	0.448	5.878478	2.631467	25.2	SCN1A	sodium voltage-gated channel alpha subunit 1
6744	2.11e-08	4.19e-09	0.191	-5.876455	-1.120437	634.58	ITPRID2	ITPR interacting domain containing 2
23194	2.11e-08	4.20e-09	0.503	5.87602	2.958413	14.99	FBXL7	F-box and leucine rich repeat protein 7
2208	2.11e-08	4.20e-09	0.351	5.875998	2.065004	40.63	FCER2	Fc epsilon receptor II
54861	2.16e-08	4.30e-09	0.253	5.872152	1.486589	73.95	SNRK	SNF related kinase
27286	2.16e-08	4.30e-09	0.197	-5.872134	-1.157419	115.96	SRPX2	sushi repeat containing protein X-linked 2
8086	2.17e-08	4.32e-09	0.304	5.871539	1.787703	37.21	AAAS	aladin WD repeat nucleoporin
1326	2.18e-08	4.35e-09	0.196	-5.870392	-1.148469	245.67	MAP3K8	mitogen-activated protein kinase kinase kinase 8
440348	2.19e-08	4.35e-09	0.4	5.870157	2.346069	18.03	NPIPB15	nuclear pore complex interacting protein family member B15
10241	2.20e-08	4.39e-09	0.181	-5.868836	-1.061198	406.26	CALCOCO2	calcium binding and coiled-coil domain 2
64794	2.21e-08	4.40e-09	0.348	5.868451	2.039959	18.59	DDX31	DEAD-box helicase 31
79707	2.21e-08	4.41e-09	0.326	5.868134	1.913708	42.36	NOL9	nucleolar protein 9
55425	2.21e-08	4.42e-09	0.238	5.86781	1.398323	65.3	GPALPP1	GPALPP motifs containing 1
105378482	2.22e-08	4.42e-09	0.364	-5.867579	-2.137802	57.43	LOC105378482	uncharacterized LOC105378482
440970	2.22e-08	4.43e-09	0.471	5.867224	2.761669	15.14	LINC00971	long intergenic non-protein coding RNA 971
127281	2.22e-08	4.43e-09	0.328	-5.867112	-1.921742	39.09	PRXL2B	peroxiredoxin like 2B
5792	2.22e-08	4.44e-09	0.221	-5.86703	-1.295222	86.29	PTPRF	protein tyrosine phosphatase receptor type F
140461	2.22e-08	4.44e-09	0.205	-5.866984	-1.205281	1066.22	ASB8	ankyrin repeat and SOCS box containing 8
105369890	2.22e-08	4.44e-09	0.466	5.866852	2.735319	14.46	LOC105369890	uncharacterized LOC105369890
101928545	2.25e-08	4.50e-09	0.236	-5.864617	-1.386969	46.2	SEPTIN7-DT	SEPTIN7 divergent transcript
91419	2.25e-08	4.50e-09	0.347	5.864509	2.037367	24.22	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog
8807	2.27e-08	4.55e-09	0.387	5.862936	2.269339	27.79	IL18RAP	interleukin 18 receptor accessory protein
51773	2.28e-08	4.56e-09	0.156	-5.862494	-0.912697	577.95	RSF1	remodeling and spacing factor 1
84142	2.32e-08	4.64e-09	0.196	-5.859446	-1.150222	122.42	ABRAXAS1	abraxas 1, BRCA1 A complex subunit
100381270	2.32e-08	4.65e-09	0.255	-5.859103	-1.492063	57.38	ZBED6	zinc finger BED-type containing 6
83449	2.33e-08	4.66e-09	0.453	5.858752	2.65186	15.15	PMFBP1	polyamine modulated factor 1 binding protein 1
8491	2.34e-08	4.70e-09	0.328	5.8576	1.921945	16.72	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3
3127	2.34e-08	4.70e-09	0.382	5.857487	2.240461	140.66	HLA-DRB5	major histocompatibility complex, class II, DR beta 5
135293	2.34e-08	4.70e-09	0.397	5.857424	2.324313	32.72	PM20D2	peptidase M20 domain containing 2
441155	2.36e-08	4.73e-09	0.19	-5.856308	-1.110633	56.53	ZC3H11C	zinc finger CCCH-type containing 11C
55277	2.36e-08	4.74e-09	0.362	5.855985	2.121459	20.42	FGGY	FGGY carbohydrate kinase domain containing
91807	2.37e-08	4.77e-09	0.461	5.854961	2.701561	14.47	MYLK3	myosin light chain kinase 3
7769	2.38e-08	4.79e-09	0.224	5.854448	1.310863	41.5	ZNF226	zinc finger protein 226
54971	2.39e-08	4.80e-09	0.274	5.853827	1.605292	22.94	BANP	BTG3 associated nuclear protein
56912	2.40e-08	4.82e-09	0.344	5.853192	2.012786	28.62	IFT46	intraflagellar transport 46
541471	2.41e-08	4.85e-09	0.213	-5.852126	-1.243596	2927.94	MIR4435-2HG	MIR4435-2 host gene
25915	2.43e-08	4.90e-09	0.261	-5.850607	-1.526675	3954.53	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3
10134	2.44e-08	4.92e-09	0.253	-5.849871	-1.479022	3226.68	BCAP31	B cell receptor associated protein 31
51646	2.47e-08	4.97e-09	0.229	-5.848102	-1.341352	14630.2	YPEL5	yippee like 5
83990	2.47e-08	4.97e-09	0.397	5.848148	2.322315	35.28	BRIP1	BRCA1 interacting helicase 1
105371380	2.48e-08	5.00e-09	0.275	-5.847185	-1.607326	53.33	LOC105371380	
675	2.48e-08	5.00e-09	0.354	5.847108	2.067459	47.39	BRCA2	BRCA2 DNA repair associated
101929351	2.49e-08	5.03e-09	0.244	-5.846175	-1.426262	21.93	CDC37L1-DT	CDC37L1 divergent transcript
6513	2.50e-08	5.05e-09	0.404	5.845623	2.358927	14.13	SLC2A1	solute carrier family 2 member 1
1605	2.53e-08	5.11e-09	0.226	-5.843555	-1.321738	85.83	DAG1	dystroglycan 1
285193	2.55e-08	5.14e-09	0.236	-5.842432	-1.376609	105.1	DUSP28	dual specificity phosphatase 28
100526771	2.56e-08	5.17e-09	0.29	5.841501	1.692718	42.01	SMIM35	small integral membrane protein 35
163782	2.58e-08	5.22e-09	0.489	5.839927	2.855909	21.24	KANK4	KN motif and ankyrin repeat domains 4
105377384	2.58e-08	5.22e-09	0.264	-5.83994	-1.540425	1561.26	LOC105377384	uncharacterized LOC105377384
3633	2.58e-08	5.23e-09	0.175	-5.839776	-1.023322	166.19	INPP5B	inositol polyphosphate-5-phosphatase B
10490	2.58e-08	5.23e-09	0.218	-5.839742	-1.273457	1121.21	VTI1B	vesicle transport through interaction with t-SNAREs 1B
8530	2.59e-08	5.24e-09	0.302	-5.839312	-1.764741	419.07	CST7	cystatin F
9677	2.59e-08	5.24e-09	0.323	5.83922	1.88376	32.91	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1
6051	2.61e-08	5.28e-09	0.337	5.837993	1.968296	29.59	RNPEP	arginyl aminopeptidase
84445	2.61e-08	5.30e-09	0.335	-5.837599	-1.95794	29.33	LZTS2	leucine zipper tumor suppressor 2
84293	2.62e-08	5.31e-09	0.345	5.837163	2.014921	20.99	PRXL2A	peroxiredoxin like 2A
6886	2.63e-08	5.33e-09	0.197	-5.836615	-1.151141	1882.01	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor
105371893	2.65e-08	5.38e-09	0.233	-5.834943	-1.358499	386.56	SLC9A3R1-AS1	SLC9A3R1 antisense RNA 1
147804	2.65e-08	5.38e-09	0.35	5.834889	2.044744	21.5	TPM3P9	tropomyosin 3 pseudogene 9
57107	2.67e-08	5.41e-09	0.375	5.833896	2.186537	21.5	PDSS2	decaprenyl diphosphate synthase subunit 2
144481	2.69e-08	5.47e-09	0.341	-5.83224	-1.990847	21.77	SOCS2-AS1	SOCS2 antisense RNA 1
79980	2.71e-08	5.51e-09	0.333	5.830981	1.943281	26.65	DSN1	DSN1 component of MIS12 kinetochore complex
107985745	2.72e-08	5.53e-09	0.313	-5.830524	-1.824192	26.16	LOC107985745	uncharacterized LOC107985745
23507	2.72e-08	5.53e-09	0.179	-5.83045	-1.045175	447.88	LRRC8B	leucine rich repeat containing 8 VRAC subunit B
2259	2.73e-08	5.55e-09	0.47	5.829643	2.737928	25.63	FGF14	fibroblast growth factor 14
23399	2.73e-08	5.55e-09	0.184	-5.829682	-1.070354	116.08	CTDNEP1	CTD nuclear envelope phosphatase 1
84612	2.75e-08	5.60e-09	0.243	5.828396	1.416115	48.52	PARD6B	par-6 family cell polarity regulator beta
8295	2.78e-08	5.66e-09	0.243	5.826454	1.413365	61.37	TRRAP	transformation/transcription domain associated protein
823	2.78e-08	5.66e-09	0.276	-5.826358	-1.60841	2562.22	CAPN1	calpain 1
51250	2.78e-08	5.67e-09	0.331	5.82617	1.930245	21.31	MTRES1	mitochondrial transcription rescue factor 1
26119	2.80e-08	5.71e-09	0.243	-5.825067	-1.416805	1991.07	LDLRAP1	low density lipoprotein receptor adaptor protein 1
55116	2.81e-08	5.74e-09	0.218	-5.824221	-1.27226	190.92	TMEM39B	transmembrane protein 39B
7184	2.89e-08	5.90e-09	0.244	5.819616	1.420635	272.4	HSP90B1	heat shock protein 90 beta family member 1
22894	2.89e-08	5.90e-09	0.279	5.819442	1.621383	59.51	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease
114815	2.91e-08	5.95e-09	0.444	5.818263	2.581136	23.56	SORCS1	sortilin related VPS10 domain containing receptor 1
